Mod:Item:MetaData, Localized Name
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
gravestone:gravestone, Grave
gravestone:death_info, Obituary
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironfurnaces:iron_furnace_idle, Iron Furnace
ironfurnaces:iron_furnace_active, Iron Furnace
ironfurnaces:gold_furnace_idle, Gold Furnace
ironfurnaces:gold_furnace_active, Gold Furnace
ironfurnaces:diamond_furnace_idle, Diamond Furnace
ironfurnaces:diamond_furnace_active, Diamond Furnace
ironfurnaces:glass_furnace_idle, Glass Furnace
ironfurnaces:glass_furnace_active, Glass Furnace
ironfurnaces:obsidian_furnace_idle, Obsidian Furnace
ironfurnaces:obsidian_furnace_active, Obsidian Furnace
ironjetpacks:strap, Leather Strap
ironjetpacks:basic_coil, Basic Coil
ironjetpacks:advanced_coil, Advanced Coil
ironjetpacks:elite_coil, Elite Coil
ironjetpacks:ultimate_coil, Ultimate Coil
ironjetpacks:creative_cell, Energy Cell
ironjetpacks:wood_cell, Energy Cell
ironjetpacks:copper_cell, Energy Cell
ironjetpacks:stone_cell, Energy Cell
ironjetpacks:bronze_cell, Energy Cell
ironjetpacks:iron_cell, Energy Cell
ironjetpacks:silver_cell, Energy Cell
ironjetpacks:electrum_cell, Energy Cell
ironjetpacks:gold_cell, Energy Cell
ironjetpacks:invar_cell, Energy Cell
ironjetpacks:steel_cell, Energy Cell
ironjetpacks:diamond_cell, Energy Cell
ironjetpacks:platinum_cell, Energy Cell
ironjetpacks:emerald_cell, Energy Cell
ironjetpacks:creative_thruster, Thruster
ironjetpacks:wood_thruster, Thruster
ironjetpacks:copper_thruster, Thruster
ironjetpacks:stone_thruster, Thruster
ironjetpacks:bronze_thruster, Thruster
ironjetpacks:iron_thruster, Thruster
ironjetpacks:silver_thruster, Thruster
ironjetpacks:electrum_thruster, Thruster
ironjetpacks:gold_thruster, Thruster
ironjetpacks:invar_thruster, Thruster
ironjetpacks:steel_thruster, Thruster
ironjetpacks:diamond_thruster, Thruster
ironjetpacks:platinum_thruster, Thruster
ironjetpacks:emerald_thruster, Thruster
ironjetpacks:creative_capacitor, Capacitor
ironjetpacks:wood_capacitor, Capacitor
ironjetpacks:copper_capacitor, Capacitor
ironjetpacks:stone_capacitor, Capacitor
ironjetpacks:bronze_capacitor, Capacitor
ironjetpacks:iron_capacitor, Capacitor
ironjetpacks:silver_capacitor, Capacitor
ironjetpacks:electrum_capacitor, Capacitor
ironjetpacks:gold_capacitor, Capacitor
ironjetpacks:invar_capacitor, Capacitor
ironjetpacks:steel_capacitor, Capacitor
ironjetpacks:diamond_capacitor, Capacitor
ironjetpacks:platinum_capacitor, Capacitor
ironjetpacks:emerald_capacitor, Capacitor
ironjetpacks:creative_jetpack, Jetpack
ironjetpacks:wood_jetpack, Jetpack
ironjetpacks:copper_jetpack, Jetpack
ironjetpacks:stone_jetpack, Jetpack
ironjetpacks:bronze_jetpack, Jetpack
ironjetpacks:iron_jetpack, Jetpack
ironjetpacks:silver_jetpack, Jetpack
ironjetpacks:electrum_jetpack, Jetpack
ironjetpacks:gold_jetpack, Jetpack
ironjetpacks:invar_jetpack, Jetpack
ironjetpacks:steel_jetpack, Jetpack
ironjetpacks:diamond_jetpack, Jetpack
ironjetpacks:platinum_jetpack, Jetpack
ironjetpacks:emerald_jetpack, Jetpack
mcwfurnitures:oak_plate, Oak Plate
mcwfurnitures:spruce_plate, Spruce Plate
mcwfurnitures:birch_plate, Birch Plate
mcwfurnitures:jungle_plate, Jungle Plate
mcwfurnitures:acacia_plate, Acacia Plate
mcwfurnitures:dark_oak_plate, Dark Oak Plate
mcwfurnitures:cabinet_door, Cabinet Door
mcwfurnitures:drawer, Drawer
mcwfurnitures:iron_handle, Iron Handle
mcwfurnitures:pult, Oak Kitchen Counter   
mcwfurnitures:pult_1, Oak Cupboard Counter
mcwfurnitures:pult_2, Oak Cupboard Counter
mcwfurnitures:pult_3, Oak Double Drawer Counter
mcwfurnitures:pult_4, Oak Drawer Counter
mcwfurnitures:box, Oak Kitchen Cabinet
mcwfurnitures:box_2, Oak Kitchen Cabinet
mcwfurnitures:nightstand, Oak Drawer Nightstand
mcwfurnitures:nightstand_2, Oak Double Drawer Nightstand
mcwfurnitures:nightstand_3, Oak Bookcase Nightstand
mcwfurnitures:nightstand_4, Oak Double Kitchen Cabinet  
mcwfurnitures:nightstand_5, Oak Drawer Cupboard
mcwfurnitures:nightstand_6, Oak Kitchen Cabinet
mcwfurnitures:nightstand_7, Oak Glass Cabinet
mcwfurnitures:nightstand_8, Oak Glass Cabinet
mcwfurnitures:nightstand_9, Oak End Table
mcwfurnitures:nightstand_10, Oak End Table
mcwfurnitures:nightstand_11, Oak End Table 
mcwfurnitures:dresser, Oak Classic Dresser
mcwfurnitures:dresser_box, Oak Cupboard Dresser
mcwfurnitures:dresser_3, Oak Double Drawer Dresser
mcwfurnitures:dresser_4, Oak Triple Drawer Dresser
mcwfurnitures:dresser_5, Oak Triple Drawer Dresser
mcwfurnitures:dresser_6, Oak Bookcase Dresser
mcwfurnitures:dresser_7, Oak Complex Dresser
mcwfurnitures:dresser_8, Oak Complex Dresser
mcwfurnitures:dresser_9, Oak Bookshelf Dresser
mcwfurnitures:dresser_10, Oak Bookshelf Dresser
mcwfurnitures:dresser_11, Oak Bookcase Dresser
mcwfurnitures:dresser_12, Oak Complex Shelving unit
mcwfurnitures:dresser_13, Oak Drawer Shelving unit
mcwfurnitures:dresser_14, Oak Empty Shelving unit
mcwfurnitures:dresser_15, Oak Sapling Cabinet Dresser
mcwfurnitures:dresser_16, Oak Sapling Cabinet Dresser
mcwfurnitures:dresser_17, Oak Sapling Drawer Dresser
mcwfurnitures:dresser_18, Oak Sapling Drawer Dresser    
mcwfurnitures:desk, Oak Drawer Desk
mcwfurnitures:desk_2, Oak Cupboard Desk
mcwfurnitures:desk_3, Oak Covered Desk
mcwfurnitures:desk4, Oak Table
mcwfurnitures:desk_5, Oak Cupboard Desk
mcwfurnitures:desk_6, Oak Drawer Desk
mcwfurnitures:desk_7, Oak Double Table
mcwfurnitures:desk_8, Oak Modern Table
mcwfurnitures:desk_9, Oak Glass Table  
mcwfurnitures:cupboard, Oak Cupboard
mcwfurnitures:cupboard_2, Oak Modern Cupboard
mcwfurnitures:cupboard_3, Oak Bookshelf
mcwfurnitures:cupboard_4, Oak Complex Cupboard
mcwfurnitures:cupboard_5, Oak Double Cupboard
mcwfurnitures:cupboard_6, Oak Cupboard
mcwfurnitures:cupboard_7, Oak Modern Cupboard
mcwfurnitures:cupboard_8, Oak Tall Bookshelf
mcwfurnitures:cupboard_9, Oak Complex Cupboard 
mcwfurnitures:furniture_1, Oak Wardrobe
mcwfurnitures:furniture_2, Oak Modern Wardrobe
mcwfurnitures:furniture_3, Oak Complex Wardrobe
mcwfurnitures:furniture_4, Oak Display Wardrobe
mcwfurnitures:furniture_5, Oak Shelf Wardrobe
mcwfurnitures:furniture_6, Oak Cupboard Wardrobe
mcwfurnitures:furniture_7, Oak Tall Bookshelf
mcwfurnitures:furniture_8, Oak Display Wardrobe
mcwfurnitures:furniture_9, Oak Complex Wardrobe 
mcwfurnitures:spruce_pult, Spruce Kitchen Counter   
mcwfurnitures:spruce_pult_1, Spruce Cupboard Counter
mcwfurnitures:spruce_pult_2, Spruce Cupboard Counter
mcwfurnitures:spruce_pult_3, Spruce Double Drawer Counter
mcwfurnitures:spruce_pult_4, Spruce Drawer Counter
mcwfurnitures:spruce_box, Spruce Kitchen Cabinet
mcwfurnitures:spruce_box_2, Spruce Kitchen Cabinet
mcwfurnitures:spruce_nightstand, Spruce Drawer Nightstand
mcwfurnitures:spruce_nightstand_2, Spruce Double Drawer Nightstand
mcwfurnitures:spruce_nightstand_3, Spruce Bookcase Nightstand
mcwfurnitures:spruce_nightstand_4, Spruce Double Kitchen Cabinet  
mcwfurnitures:spruce_nightstand_5, Spruce Drawer Cupboard
mcwfurnitures:spruce_nightstand_6, Spruce Kitchen Cabinet
mcwfurnitures:spruce_nightstand_7, Spruce Glass Cabinet
mcwfurnitures:spruce_nightstand_8, Spruce Glass Cabinet
mcwfurnitures:spruce_nightstand_9, Spruce End Table
mcwfurnitures:spruce_nightstand_10, Spruce End Table
mcwfurnitures:spruce_nightstand_11, Spruce End Table 
mcwfurnitures:spruce_dresser, Spruce Classic Dresser
mcwfurnitures:spruce_dresser_box, Spruce Cupboard Dresser
mcwfurnitures:spruce_dresser_3, Spruce Double Drawer Dresser
mcwfurnitures:spruce_dresser_4, Spruce Triple Drawer Dresser
mcwfurnitures:spruce_dresser_5, Spruce Triple Drawer Dresser
mcwfurnitures:spruce_dresser_6, Spruce Bookcase Dresser
mcwfurnitures:spruce_dresser_7, Spruce Complex Dresser
mcwfurnitures:spruce_dresser_8, Spruce Complex Dresser
mcwfurnitures:spruce_dresser_9, Spruce Bookshelf Dresser
mcwfurnitures:spruce_dresser_10, Spruce Bookshelf Dresser
mcwfurnitures:spruce_dresser_11, Spruce Bookcase Dresser
mcwfurnitures:spruce_dresser_12, Spruce Complex Shelving unit
mcwfurnitures:spruce_dresser_13, Spruce Drawer Shelving unit
mcwfurnitures:spruce_dresser_14, Spruce Empty Shelving unit
mcwfurnitures:spruce_dresser_15, Spruce Sapling Cabinet Dresser
mcwfurnitures:spruce_dresser_16, Spruce Sapling Cabinet Dresser
mcwfurnitures:spruce_dresser_17, Spruce Sapling Drawer Dresser
mcwfurnitures:spruce_dresser_18, Spruce Sapling Drawer Dresser    
mcwfurnitures:spruce_desk, Spruce Drawer Desk
mcwfurnitures:spruce_desk_2, Spruce Cupboard Desk
mcwfurnitures:spruce_desk_3, Spruce Covered Desk
mcwfurnitures:spruce_desk4, Spruce Table
mcwfurnitures:spruce_desk_5, Spruce Cupboard Desk
mcwfurnitures:spruce_desk_6, Spruce Drawer Desk
mcwfurnitures:spruce_desk_7, Spruce Double Table
mcwfurnitures:spruce_desk_8, Spruce Modern Table
mcwfurnitures:spruce_desk_9, Spruce Glass Table  
mcwfurnitures:spruce_cupboard, Spruce Cupboard
mcwfurnitures:spruce_cupboard_2, Spruce Modern Cupboard
mcwfurnitures:spruce_cupboard_3, Spruce Bookshelf
mcwfurnitures:spruce_cupboard_4, Spruce Complex Cupboard
mcwfurnitures:spruce_cupboard_5, Spruce Double Cupboard
mcwfurnitures:spruce_cupboard_6, Spruce Cupboard
mcwfurnitures:spruce_cupboard_7, Spruce Modern Cupboard
mcwfurnitures:spruce_cupboard_8, Spruce Tall Bookshelf
mcwfurnitures:spruce_cupboard_9, Spruce Complex Cupboard 
mcwfurnitures:spruce_furniture_1, Spruce Wardrobe
mcwfurnitures:spruce_furniture_2, Spruce Modern Wardrobe
mcwfurnitures:spruce_furniture_3, Spruce Complex Wardrobe
mcwfurnitures:spruce_furniture_4, Spruce Display Wardrobe
mcwfurnitures:spruce_furniture_5, Spruce Shelf Wardrobe
mcwfurnitures:spruce_furniture_6, Spruce Cupboard Wardrobe
